MeoDemoSat.UTCGregorian,MeoDemoSat.ElapsedSecs,MeoDemoSat.Earth.Latitude,MeoDemoSat.Earth.Longitude,MeoDemoSat.Earth.Altitude
10 Jan 2026 02:33:35.203,786815.2033069055,60.11379993956278,-86.78230833499379,1015.915958724345
10 Jan 2026 02:36:39.869,786999.8694563052,58.64926309896747,-67.18118895381033,1024.800212663446
10 Jan 2026 02:39:44.927,787184.9266098579,54.35894511962965,-50.62856446962117,1030.581975967661
10 Jan 2026 02:42:50.248,787370.2475538477,48.10466444271206,-37.97549077256236,1033.177667726532
10 Jan 2026 02:45:55.720,787555.7201343239,40.63177711480837,-28.46718469343998,1032.683217435844
10 Jan 2026 02:49:01.241,787741.2412966252,32.42080449763426,-21.11133321604379,1029.346430574818
10 Jan 2026 02:52:06.701,787926.7005197005,23.75994833991933,-15.13997224606279,1023.527803919586
10 Jan 2026 02:55:11.984,788111.9842112646,14.82764204447969,-10.01735939252895,1015.65531598217
10 Jan 2026 02:58:16.998,788296.997922461,5.743856499919442,-5.360445395741801,1006.17813647127
10 Jan 2026 03:01:21.676,788481.6763476818,-3.400180364014238,-0.8684376157906586,995.5256916572962
10 Jan 2026 03:04:25.971,788665.9712341963,-12.52236160823543,3.731009832683564,984.0779865453796
10 Jan 2026 03:07:29.838,788849.8384487699,-21.5336798012448,8.728973860976199,972.1499087599368
10 Jan 2026 03:10:33.243,789033.2427100861,-30.32069783069639,14.48775207154568,959.9897627694181
10 Jan 2026 03:13:36.169,789216.1691171117,-38.71871371249799,21.50960157973753,947.7912420103585
10 Jan 2026 03:16:38.620,789398.6195193138,-46.46379719466906,30.52128661044582,935.7163878000792
10 Jan 2026 03:19:40.597,789580.5972972186,-53.11255159809706,42.50820412934225,923.9243691477041
10 Jan 2026 03:22:42.104,789762.1037477162,-57.95302136595503,58.39454689822815,912.5996153763908
10 Jan 2026 03:25:43.151,789943.151187175,-60.08012394638,77.80457597122854,901.9739675182782
10 Jan 2026 03:28:43.771,790123.7706608023,-58.92438117750235,97.81438495584339,892.3392480758166
10 Jan 2026 03:31:44.003,790304.0034380509,-54.80581690030873,114.9393192187887,884.046950563974
10 Jan 2026 03:34:43.895,790483.8949116413,-48.60258736786056,128.0613889193699,877.4924717140839
10 Jan 2026 03:37:43.503,790663.5033451254,-41.1104835330737,137.886928300199,873.0848858357504
10 Jan 2026 03:40:42.907,790842.9072179482,-32.84888331965277,145.4484008745118,871.2069413812987
10 Jan 2026 03:43:42.198,791022.1984049887,-24.1288023181283,151.5549887828899,872.1705020443533
10 Jan 2026 03:46:41.476,791201.4763616142,-15.14142018433281,156.7686158843844,876.1727491423862
10 Jan 2026 03:49:40.854,791380.8541957405,-6.014046191391974,161.4866473227462,883.2597139976906
10 Jan 2026 03:52:40.459,791560.4593338794,3.157930613281592,166.016671063662,893.3021160574117
10 Jan 2026 03:55:40.416,791740.4155212105,12.29054782228854,170.6327712777072,905.9852177418979
10 Jan 2026 03:58:40.824,791920.8244582987,21.29507834356332,175.6233924649305,920.8150778585832
10 Jan 2026 04:01:41.767,792101.7670165747,30.06097227179598,-178.6570618104239,937.144457437259
10 Jan 2026 04:04:43.311,792283.310614829,38.43020026494904,-171.7222441448457,954.2160938716324
10 Jan 2026 04:07:45.501,792465.5013225158,46.15191193495955,-162.8735079368912,971.2157891234683
10 Jan 2026 04:10:48.348,792648.3481358271,52.80721201288208,-151.1642377173421,987.3299462255063
10 Jan 2026 04:13:51.823,792831.8233595928,57.72374580886096,-135.6807785651174,1001.804854017534
10 Jan 2026 04:16:55.877,793015.8773011761,60.03253906278377,-116.6718693654552,1014.001232819431
10 Jan 2026 04:20:00.444,793200.4442472942,59.14352747420583,-96.81921244082997,1023.435393053823
10 Jan 2026 04:23:05.434,793385.433910077,55.30232535436377,-79.58158337728754,1029.803375670102
10 Jan 2026 04:26:10.729,793570.728673297,49.33868951215933,-66.25797496657768,1032.989216865105
10 Jan 2026 04:29:16.200,793756.1998456134,42.04201363020471,-56.25972241773799,1033.057648006908
10 Jan 2026 04:32:21.728,793941.7279380723,33.93817874594218,-48.58079692592896,1030.230636367057
10 Jan 2026 04:35:27.207,794127.2066509584,25.34309153219509,-42.40572328605337,1024.850392682121
10 Jan 2026 04:38:32.535,794312.5350478222,16.44967950897933,-37.16200833097147,1017.334750227544
10 Jan 2026 04:41:37.617,794497.6167064975,7.385625755419206,-32.44487761073638,1008.131059115472
10 Jan 2026 04:44:42.371,794682.3708652519,-1.75379173741722,-27.94335204269609,997.6741856403869
10 Jan 2026 04:47:46.741,794866.7410917697,-10.88573129395179,-23.38362286552853,986.3541245834031
10 Jan 2026 04:50:50.690,795050.6900871056,-19.92397434508788,-18.48139038031918,974.4974116118983
10 Jan 2026 04:53:54.189,795234.1889927862,-28.76150671380306,-12.89140891018309,962.3635297918618
10 Jan 2026 04:56:57.216,795417.2155655455,-37.24542336553488,-6.14262833562537,950.1549026342536
10 Jan 2026 04:59:59.760,795599.7600007569,-45.13411767027441,2.445018723828579,938.0377450749938
10 Jan 2026 05:03:01.826,795781.8255560473,-52.02382840600985,13.81639704828618,926.1697757678676
10 Jan 2026 05:06:03.422,795963.421622396,-57.25470735856332,28.96601231203462,914.7291304941255
10 Jan 2026 05:09:04.561,796144.5605608053,-59.93239255266828,47.88436140048338,903.9382556287128
10 Jan 2026 05:12:05.263,796325.2631384879,-59.37117093290789,68.08064162489698,894.0780529138101
10 Jan 2026 05:15:05.563,796505.5632785778,-55.72716550565344,85.88705342515141,885.489665679841
10 Jan 2026 05:18:05.508,796685.5077338638,-49.83317653797138,99.70534303371174,878.5623097080752
10 Jan 2026 05:21:05.158,796865.1575735305,-42.52746505570305,110.0450459491014,873.7067280170877
10 Jan 2026 05:24:04.592,797044.5916667813,-34.37686663089028,117.9464234784446,871.3166265765449
10 Jan 2026 05:27:03.902,797223.9022043883,-25.72241433374304,124.2677288311238,871.7231490492368
10 Jan 2026 05:30:03.185,797403.1850540545,-16.77187066921902,129.6096506410228,875.1487653410049
10 Jan 2026 05:33:02.542,797582.5417818152,-7.661624712782733,134.3928397666417,881.6680761992684
10 Jan 2026 05:36:02.091,797762.090649514,1.508499878973737,138.9363345559719,891.1821875708238
10 Jan 2026 05:39:01.962,797941.9618820655,10.65392676745215,143.5167513147669,903.4084560853153
10 Jan 2026 05:42:02.273,798122.2725723521,19.68848229773251,148.4166570664417,917.8846265959492
10 Jan 2026 05:45:03.109,798303.1091288896,28.5071562534788,153.974329555984,933.9894714874945
10 Jan 2026 05:48:04.534,798484.5339762163,36.9626832373167,160.6464493793138,950.9822076613054
10 Jan 2026 05:51:06.595,798666.5953331161,44.82540028747108,169.0875807265327,968.0555679591562
10 Jan 2026 05:54:09.317,798849.3170141475,51.71381856114183,-179.7948355239099,984.3932314353606
10 Jan 2026 05:57:12.682,799032.6821760857,57.00492694520742,-165.0281503897882,999.2270001653278
10 Jan 2026 06:00:16.637,799216.6370844352,59.8441291876026,-146.5286639071817,1011.891642793738
10 Jan 2026 06:03:21.110,799401.1099412804,59.53892329087519,-126.5463047553264,1021.870868987825
10 Jan 2026 06:06:26.018,799586.0181200202,56.17540447396865,-108.6649027098246,1028.82658253131
10 Jan 2026 06:09:31.259,799771.2592361262,50.52896158806279,-94.6490293901942,1032.609473429039
10 Jan 2026 06:12:36.709,799956.709348911,43.42582065513863,-84.12753977435926,1033.253253443506
10 Jan 2026 06:15:42.240,800142.2400219482,35.4390304701407,-76.0989455145924,1030.953751719147
10 Jan 2026 06:18:47.737,800327.7369573014,26.9155619935139,-69.70165816232912,1026.034156972452
10 Jan 2026 06:21:53.101,800513.1010462996,18.06521929627968,-64.32402245785991,1018.901115334743
10 Jan 2026 06:24:58.239,800698.2394802151,9.024209166709275,-59.53693014653997,1009.998461946147
10 Jan 2026 06:28:03.067,800883.0666705966,-0.108025467326631,-55.01717575625641,999.7644916045892
10 Jan 2026 06:31:07.516,801067.5163770444,-9.247342193490111,-50.48800715920837,988.5977396848302
10 Jan 2026 06:34:11.547,801251.5474589774,-18.30924669932221,-45.67052808692158,976.8356810941868
10 Jan 2026 06:37:15.134,801435.134454479,-27.19222738568218,-40.23458982883694,964.7486054640358
10 Jan 2026 06:40:18.257,801618.2565517025,-35.75426607267144,-33.73737973106424,952.5476163729027
10 Jan 2026 06:43:20.899,801800.8989219088,-43.77399352217325,-25.54280986935066,940.4036713063006
10 Jan 2026 06:46:23.060,801983.0596659682,-50.88366576455388,-14.75165748872667,928.4739593407394
10 Jan 2026 06:49:24.748,802164.7478592815,-56.47485505206242,-0.3331047433345975,916.9309645462272
10 Jan 2026 06:52:25.976,802345.9761787439,-59.67854989194775,18.00984086043578,905.9880929862711
10 Jan 2026 06:55:26.763,802526.7627584981,-59.71741978714538,38.26240436732925,895.9158828351237
10 Jan 2026 06:58:27.139,802707.1394242113,-56.57679731229178,56.70079520113478,887.045491513255
10 Jan 2026 07:01:27.151,802887.1514189872,-51.01914974388733,71.23734529512021,879.7586908490921
10 Jan 2026 07:04:26.852,803066.8524160283,-43.91745340140601,82.12631480325925,874.4643322374886
10 Jan 2026 07:07:26.312,803246.3117216248,-35.88883894077872,90.39458298511065,871.5626126539673
10 Jan 2026 07:10:25.625,803425.6248256657,-27.30744022808052,96.94880495298938,871.4014089428947
10 Jan 2026 07:13:24.903,803604.9028580426,-18.39864329950247,102.4318341593205,874.2300335187392
10 Jan 2026 07:16:24.250,803784.2503683292,-9.308217410897145,107.290354181407,880.1561413428244
