MeoDemoSat.UTCGregorian,MeoDemoSat.ElapsedSecs,MeoDemoSat.EarthMJ2000Eq.X,MeoDemoSat.EarthMJ2000Eq.Y,MeoDemoSat.EarthMJ2000Eq.Z,MeoDemoSat.EarthMJ2000Eq.VX,MeoDemoSat.EarthMJ2000Eq.VY,MeoDemoSat.EarthMJ2000Eq.VZ,MeoDemoSat.Earth.SMA,MeoDemoSat.Earth.ECC,MeoDemoSat.EarthMJ2000Eq.INC,MeoDemoSat.EarthMJ2000Eq.RAAN,MeoDemoSat.EarthMJ2000Eq.AOP,MeoDemoSat.Earth.TA
01 Jan 2026 00:32:00.512,1920.511649467517,-3637.06784579656,3066.77222005151,5295.583922486395,-6.537109623008582,-1.801474388740282,-3.136370476176405,7096.299021146759,0.03104067355772558,59.97449611317803,359.9020588205028,23.15782974281775,97.61594759665127
01 Jan 2026 00:34:54.889,2094.888863526285,-4710.215719557184,2703.389621968165,4663.437972965984,-5.739210871128635,-2.35329261573778,-4.091282760005285,7098.684659587214,0.03107966762042557,59.98010986509165,359.8930919509062,23.80104610555171,107.4001904913208
01 Jan 2026 00:37:50.689,2270.688788511325,-5635.216377067901,2246.99686143529,3870.39978535701,-4.757359735822174,-2.823312312675786,-4.903642845052003,7101.098650694335,0.03096835607777433,59.98596475289641,359.8866146202989,24.40054227814946,117.200381920051
01 Jan 2026 00:40:47.862,2447.862189437728,-6379.569321250769,1712.133906814522,2941.813139734681,-3.624401378074975,-3.196795531704001,-5.547922888670523,7103.230767823729,0.03074551753004291,59.99129578584727,359.8825467203319,24.81604661361873,127.1610404572627
01 Jan 2026 00:43:46.319,2626.319330383558,-6916.38802511462,1116.260426940158,1908.078323832699,-2.377555798494615,-3.462145768102047,-6.004084995471169,7104.828712039055,0.03048099927967447,59.99543987892111,359.8804942781586,24.96130047914188,137.3738720910513
01 Jan 2026 00:46:45.937,2805.936633388046,-7225.52791556642,479.2149759385629,803.706069921375,-1.057227215593235,-3.611189452378375,-6.258062554682183,7105.723851259111,0.03025566329540895,59.99790680444423,359.8798274762329,24.82669314441629,147.8552008849916
01 Jan 2026 00:49:46.557,2986.556514690164,-7294.47959892942,-177.4188399425447,-333.7885502736597,0.2941679596192465,-3.639340506736904,-6.302036719393274,7105.83646826742,0.03013918337443507,59.99841389566389,359.8797700986917,24.48258265083277,158.5422089299794
01 Jan 2026 00:52:47.983,3167.983080097474,-7119.039998687352,-831.0215974552971,-1465.121912467001,1.633322248073073,-3.545687621487408,-6.134582882077948,7105.167937774876,0.03017163409835986,59.99690968877231,359.8794843713811,24.06023117994411,169.3112392485798
01 Jan 2026 00:55:49.729,3349.728968041018,-6704.477445593005,-1457.895878184326,-2549.178928398099,2.915450894218272,-3.333406239047693,-5.761390604049605,7103.796807797894,0.03035209995355821,59.99359491384379,359.878164922013,23.71459246877169,180
01 Jan 2026 00:56:19.729,3379.728968138807,-6613.929135559874,-1557.249253316248,-2720.882934342549,3.120663475258936,-3.289642197187984,-5.68465964061676,7112.548270546897,0.02908490516327993,59.99290128714053,359.8777985827938,23.63328959480531,181.7885575725408
01 Jan 2026 00:58:41.939,3521.939071733505,-6102.979015701256,-2008.207746922874,-3499.779708860001,4.053459053836647,-3.041457621265799,-5.250383761032659,7154.233748054885,0.02314642860572993,59.98918305189459,359.8753548272704,21.89275305535244,191.6403275203357
01 Jan 2026 01:01:38.974,3698.973955004476,-5290.507421548898,-2512.845711626871,-4370.248271268279,5.101905724103305,-2.643906170590723,-4.556434698318764,7206.753823774538,0.01619416553788038,59.98391329617217,359.8704630467061,14.05174200909605,209.6305138067139
01 Jan 2026 01:04:40.261,3880.261489155237,-4280.215297575123,-2948.307214761626,-5119.855741616619,6.013817739926242,-2.146036057486845,-3.688942744495892,7261.567526988447,0.01084858640528672,59.97841474379072,359.8631446800819,350.2950984433025,243.8511667296648
01 Jan 2026 01:07:37.729,4057.72896821145,-3147.545347470149,-3280.275643855749,-5689.447064909266,6.71753288943884,-1.584239794347487,-2.711397749020945,7316.594389261402,0.01069879475182943,59.97361858016788,359.8537789857729,309.324948895149,295.1410508553637
01 Jan 2026 01:08:07.729,4087.728968309239,-2944.592293697545,-3326.275794046162,-5768.13404070073,6.811637767969745,-1.482187042106327,-2.533971775501454,7316.272351538718,0.01064999745540331,59.97291162965011,359.8520001137863,309.4560566170587,296.7614272677341
01 Jan 2026 01:10:29.839,4229.839023726527,-1949.337006391551,-3501.598574615703,-6066.869897050847,7.171061152170645,-0.9806590655578713,-1.662488320451054,7314.992913291667,0.01040718776786782,59.97011238018807,359.8429138367138,309.7511104464975,304.7764567680105
01 Jan 2026 01:13:25.689,4405.688801023643,-663.9142351504946,-3617.237696415957,-6260.578293877259,7.409608163845879,-0.3306113093513678,-0.5339909186676036,7314.09246404455,0.01012917102086876,59.96816950483159,359.8305437968891,309.3063519189863,315.5321321617013
01 Jan 2026 01:16:25.576,4585.576041019522,672.648676467242,-3615.741481782257,-6250.886403228605,7.408720507912935,0.3475857417514446,0.6421160665951016,7314.083057174818,0.009951372473180536,59.96819552756014,359.8173538543498,308.017917003745,327.3951386486274
01 Jan 2026 01:19:25.649,4765.649054688402,1987.918940739269,-3492.572682886115,-6030.307945557386,7.158169059898976,1.016850935393482,1.80136975966534,7315.020330619388,0.009945773470783103,59.97029267412454,359.8045198433736,306.2953052919444,339.7241484543626
01 Jan 2026 01:22:25.494,4945.494104898535,3234.541669242402,-3251.873910939604,-5606.294964645111,6.665890966172747,1.65254473546819,2.900975779622147,7316.77786788644,0.01012222909911923,59.97418892337677,359.7929532379833,304.7513807235238,351.8747507903105
01 Jan 2026 01:25:25.102,5125.102330301888,4370.613605785552,-2901.989283937077,-4993.575132641342,5.948923967735701,2.2326706472458,3.902781960337143,7319.099350992552,0.0104283491972118,59.97934574219684,359.7833555144059,303.8899964720794,3.334879733530781
01 Jan 2026 01:28:24.541,5304.54059302574,5358.602566434347,-2454.818067499492,-4213.033773205707,5.032136588261451,2.737438113842439,4.772523614185784,7321.658077474662,0.01077588531646744,59.98504786905575,359.7761348491491,303.9001531896674,13.91167133777881
01 Jan 2026 01:31:23.915,5483.915166696534,6166.18098508343,-1925.313404307675,-3290.835860810855,3.947158416044384,3.149806610742133,5.48076906201855,7324.110880868842,0.01107449406097461,59.99051704158401,359.7713543347684,304.6716744985418,23.71394214629171
01 Jan 2026 01:34:23.335,5663.334686437156,6766.950593228548,-1331.034872018105,-2257.64102218591,2.731322300553652,3.455957974139476,6.003736268154291,7326.128775137859,0.01125426671252687,59.995023646575,359.7687408525979,305.9084831270222,33.03697070943623
01 Jan 2026 01:37:22.890,5842.890322732273,7141.210460349855,-691.657506042131,-1147.742652849,1.426455096235952,3.645760847288047,6.324090334791154,7327.430184433308,0.01127924995184473,59.9979749255882,359.7677404282851,307.2231539842537,42.26698186115878
01 Jan 2026 01:40:22.678,6022.678258235101,7276.671033428532,-28.2732541834091,2.152075525644378,0.07719842715635655,3.713173645600683,6.431630533883842,7327.834741773915,0.01115649869313839,59.99898036501896,359.7675966864178,308.2126237760937,51.80694293988908
01 Jan 2026 01:43:22.819,6202.819455438294,7168.753455829157,637.3634850842473,1154.236545173324,-1.270818242922963,3.656385075682671,6.323524259557813,7327.306136806167,0.01093591654679799,59.99790381165649,359.7674447423433,308.5420983879209,61.99396649485178
01 Jan 2026 01:46:23.434,6383.433842402883,6820.591909184969,1283.415299255842,2270.614563325311,-2.572427579629558,3.477736513906003,6.004167265118677,7325.945853670988,0.01069681255393595,59.99489587786898,359.7664258386028,308.0340106379753,73.00895077554105
01 Jan 2026 01:49:24.600,6564.600447693374,6243.060631554953,1888.484030895897,3314.212129461394,-3.784163934971415,3.183604841036625,5.484973176116898,7323.951028065074,0.01052546315456638,59.99038084137561,359.763813874587,306.7435293008343,84.79883246653478
01 Jan 2026 01:52:26.358,6746.35824621655,5454.656652749245,2432.311234017876,4249.99662590867,-4.865736124766201,2.784195574831993,4.783998207977944,7321.581404872771,0.01048958384768545,59.9849841059601,359.7591183112781,304.992162876086,97.04310825619213
01 Jan 2026 01:55:28.738,6928.73794559855,4480.92073498818,2896.559249603999,5046.330785500813,-5.781545171912552,2.293108198150552,3.925165880899433,7319.147045522377,0.010613439855627,59.9794260088733,359.7521325016799,303.2985989106644,109.2248868925297
01 Jan 2026 01:58:31.767,7111.767085420433,3353.600680849268,3265.417196796187,5676.019686976634,-6.501739691250664,1.726784395126867,2.937294556327003,7316.983111200371,0.01086430519806142,59.97442465939329,359.7429369409285,302.1731675196424,120.8367350760493
01 Jan 2026 02:01:35.437,7295.43673141161,2109.882267498458,3526.061967432411,6117.106313325095,-7.002869332471264,1.104023064013311,1.853249410954839,7315.389650631906,0.01116461471670724,59.97062052611584,359.7318868812132,301.8931675085557,131.6034239942381
01 Jan 2026 02:04:39.680,7479.679755214602,791.4623032898057,3669.159939774727,6353.736392523708,-7.268544204433563,0.4454836788975989,0.7090758529089058,7314.566290831222,0.01142513898385149,59.96850604504432,359.7195845962437,302.4333216867495,141.5501840371678
01 Jan 2026 02:07:44.394,7664.394080021884,-556.9177583653286,3689.358737772958,6377.00113967473,-7.290082857895706,-0.2269990781954939,-0.4571981134387045,7314.588562874613,0.01157562628836357,59.96835701151754,359.7068101953973,303.5569832115099,150.912728793215
01 Jan 2026 02:10:49.479,7849.479323846754,-1889.278108549748,3585.56031215065,6185.396754582078,-7.066805208031899,-0.8912137754335725,-1.606957207681461,7315.428821312431,0.01157822526281055,59.97018931462864,359.6944083091994,304.937679933572,160.0176503116597
01 Jan 2026 02:13:54.841,8034.840656246524,-3160.045247090453,3360.956055071947,5784.871001207034,-6.605947729843003,-1.525265110667677,-2.702208126812875,7316.980816735881,0.01142931981792888,59.9737588556444,359.6831659711469,306.227941268115,169.2136358457798
01 Jan 2026 02:17:00.367,8220.366620435379,-4325.501630048927,3022.957403540012,5188.688867930305,-5.922461476821026,-2.108156319949908,-3.70659291784807,7319.061599242158,0.01115996796224364,59.97859693187591,359.6737141216996,307.0942647962941,178.8350433705851
01 Jan 2026 02:20:05.923,8405.923052423168,-5345.351342942979,2583.017157013518,4417.106871894859,-5.038701272973545,-2.620425956237842,-4.586493455732183,7321.410622773084,0.01083417201966213,59.9840676819563,359.6664547397932,307.2746250033674,189.1438092859047
01 Jan 2026 02:23:11.378,8591.377518873196,-6184.385252741155,2056.219378239388,3496.644501677287,-3.983772438304445,-3.044860246481508,-5.312265061088684,7323.716977209514,0.01053655314229764,59.98944688678515,359.66150662931,306.6779111244085,200.2311218786933
01 Jan 2026 02:26:16.624,8776.624367886689,-6813.865233067056,1460.654249053154,2458.984267496563,-2.792524709764503,-3.367121205920503,-5.859322833738363,7325.672130065639,0.01034692244773132,59.99402149672314,359.6586804797742,305.4744580037206,211.9280363719674
01 Jan 2026 02:29:21.584,8961.583598388825,-7212.450764818383,816.7320034020254,1339.769069870338,-1.504433221813427,-3.576205975831167,-6.208933347263203,7327.019255955321,0.010311327090667,59.99719167382127,359.6575013675193,304.0837290477483,223.8174750335536
01 Jan 2026 02:32:26.186,9146.185885858722,-7366.834925047879,146.4905119764499,177.3905458358885,-0.1624357563915352,-3.664807448272617,-6.348830572516513,7327.582451593274,0.01042483547605915,59.99854838867135,359.657277835219,303.016179209361,235.3912742303471
01 Jan 2026 02:35:30.370,9330.369930714369,-7272.184696795277,-527.1741547173472,-988.3540823925995,1.188430071902066,-3.62961372057648,-6.273720010151729,7327.282406088854,0.01063532377338511,59.99791504845602,359.6571953332359,302.6567961191719,246.26626443894
01 Jan 2026 02:38:34.094,9514.093840832356,-6932.262977805066,-1181.355853626401,-2117.737920398031,2.502610885780722,-3.471475293405043,-5.985551339952336,7326.146407320878,0.01086462997962795,59.99536329127132,359.6564143125379,303.1355186463274,256.31430532253
01 Jan 2026 02:41:37.339,9697.339256387204,-6359.179984532049,-1793.946878437683,-3172.507846176539,3.735620069602365,-3.195396077104909,-5.493488431131725,7324.308712129696,0.01103466823571172,59.99121353502256,359.6541714837137,304.3346077110063,265.655000890302
01 Jan 2026 02:44:40.101,9880.100864719134,-5572.897757461621,-2344.348021429811,-4117.115231848114,4.84549591029764,-2.810394355437528,-4.813656213137684,7321.996747726781,0.01108784431696924,59.98601106860781,359.6498857272479,305.9696119585282,274.5740185677267
01 Jan 2026 02:47:42.379,10062.37860359251,-4600.530664639604,-2814.135129275736,-4919.869309586385,5.794232143838435,-2.329248554820688,-3.968684414896927,7319.50665724504,0.01099889096991861,59.98045986539168,359.643249400012,307.6692862134786,283.4426439108296
01 Jan 2026 02:50:44.183,10244.18326271698,-3475.361442004716,-3187.689581068416,-5554.024178306765,6.549182268672479,-1.76808081229378,-2.98696433923684,7317.170866784824,0.01078033707061209,59.97531824717333,359.6342729053281,309.0348459054221,292.6588338177226
01 Jan 2026 02:53:45.540,10425.54046934238,-2235.634638943874,-3452.708111289514,-5998.652698806084,7.084246255237573,-1.145800786261431,-1.901662729970352,7315.314706180835,0.01048263069756129,59.97128792349267,359.6232724656869,309.7041401040145,302.583333233315
01 Jan 2026 02:56:46.480,10606.48010097211,-923.297851826367,-3600.568874209688,-6239.269171263207,7.380772417940219,-0.4834948144185648,-0.7496462516663166,7314.205570674453,0.01018618613366377,59.9689241277571,359.6108231196645,309.4500547802052,313.4407653180095
01 Jan 2026 02:59:47.028,10787.02808314702,417.3575375182103,-3626.608431426328,-6268.295651307613,7.428280182654592,0.1962599542494849,0.4297183880825625,7314.010132010466,0.009981958045467079,59.96856827485065,359.5976970138358,308.3038657094689,325.1959425331407
01 Jan 2026 03:02:47.218,10967.21849710448,1741.286864350641,-3530.280445240652,-6085.320087660097,7.224940767542036,0.8702254654183008,1.59601121342572,7314.770403046224,0.00994160475871504,59.97029655726575,359.5847795141349,306.6255625900009,337.4844463744398
01 Jan 2026 03:05:47.106,11147.10621549748,3004.30848350379,-3315.123980164755,-5697.023306602439,6.777649117249124,1.515375146003491,2.70927893031007,7316.39355383245,0.01008713241713612,59.97389495359473,359.572950775282,305.0061651269419,349.7113091897718
01 Jan 2026 03:08:46.756,11326.75621641101,4164.482738023077,-2988.59547809705,-5116.870906585038,6.101778934191744,2.109668065065421,3.731385303905774,7318.653405065607,0.0103780812680831,59.97888021559445,359.5629478548788,303.9971183628932,1.321277306700334
01 Jan 2026 03:11:46.230,11506.23042366933,5183.400615668572,-2561.821446088216,-4364.666742394042,5.220730509996773,2.632796303673669,4.627313109824849,7321.22004786959,0.01072831954003588,59.98457117325307,359.5552454138506,303.8609717467322,12.04764466677478
01 Jan 2026 03:14:45.604,11685.60351657216,6027.536922512178,-2049.181714828035,-3465.81016105078,4.165064261702154,3.066988082861802,5.366554157917319,7323.725025668369,0.01104199808094819,59.99019263322437,359.5499873544352,304.5273363419901,21.95750934671105
01 Jan 2026 03:17:44.984,11864.9837128236,6669.351770584952,-1467.723211523831,-2450.261533158642,2.971184250279848,3.397690083478187,5.924280179359892,7325.831019077492,0.01124461851003995,59.99498621746099,359.5469772082198,305.7111670676607,31.33497933339725
01 Jan 2026 03:20:44.496,12044.4962345995,7087.935373037112,-836.6030118374479,-1351.563698304818,1.679982068908386,3.61398714350209,6.282056265814697,7327.268883783431,0.01129700035910927,59.99831242464313,359.5457153407276,307.0398629566984,40.55332086527772
01 Jan 2026 03:23:44.248,12224.24769562203,7269.509239446772,-176.6002559397264,-205.9840516739984,0.3355727503348544,3.708897032667469,6.428338928847335,7327.850655621872,0.01119868591064074,59.99973801578432,359.5454719223171,308.1223418482531,50.0039723188275
01 Jan 2026 03:26:44.326,12404.32580129709,7207.944390837502,490.5186770725376,948.5983789084622,-1.016273706781831,3.679627582331493,6.358903402073088,7327.493718880989,0.0109892769498856,59.99909642088081,359.5453913714625,308.6011509497264,60.04457107251852
01 Jan 2026 03:29:44.829,12584.82888517901,6904.975607390117,1142.794465128644,2074.078250307945,-2.330010114385112,3.527634966845857,6.076918179157179,7326.253836219783,0.01074374978722061,59.99650324604124,359.5446141555457,308.2435777197844,70.90969203054247
01 Jan 2026 03:32:45.866,12765.86635059211,6370.034947390668,1758.755879284535,3133.307395349148,-3.56190654075292,3.258434309503463,5.592590535503029,7324.32481356596,0.010552637846537,59.99232616133997,359.5423899505116,307.0582409470733,82.59436718733413
01 Jan 2026 03:35:47.517,12947.51739017665,5620.054605259553,2317.93003846186,4090.98135985527,-4.671183062626608,2.88134925380991,4.922712223508313,7321.98829867035,0.01049002477419627,59.98712838225925,359.5381668931967,305.3465577638054,94.80028910350752
01 Jan 2026 03:38:49.805,13129.80515338713,4679.245686276745,2801.440250138941,4914.67692401842,-5.621168179642897,2.409242847319384,4.090174107790296,7319.55228972666,0.01058603303819203,59.98159959560636,359.5316582228984,303.6106103567477,107.0265120224399
01 Jan 2026 03:41:52.721,13312.7208521124,3578.434905692789,3192.760865429051,5576.155110278602,-6.380644252334428,1.858055604294422,3.123144362324265,7317.319963771315,0.0108174243964578,59.97647274810387,359.5228837265885,302.3540880843618,118.7699296752842
01 Jan 2026 03:44:56.255,13496.25451607862,2353.952055872335,3478.371973571171,6052.483684366563,-6.924906728952366,1.246158407793002,2.053927466864004,7315.578408878502,0.01111684998187575,59.97242739915696,359.5121716135494,301.896474671328,129.712833172722
01 Jan 2026 03:48:00.382,13680.38223580224,1046.527950301378,3648.189963791481,6326.770495369191,-7.23631413388095,0.5937563169680341,0.9179152785043843,7314.56739533032,0.01139571193833918,59.96999491515536,359.5001108141104,302.2881857656339,139.8069913886757
01 Jan 2026 03:51:05.032,13865.03193330718,-299.7503746541635,3695.938176230676,6388.79239446219,-7.304684343372122,-0.07761416849561928,-0.2472996199102337,7314.424522510503,0.01157362026966089,59.96948680354168,359.487461295795,303.3396544100873,149.242545733437
01 Jan 2026 03:54:10.084,14050.08383203531,-1638.879206404993,3619.517908533503,6235.617142005314,-7.127724643699759,-0.745710426752049,-1.403022392663335,7315.15028113292,0.01160237762331445,59.97095981410952,359.4750451077064,304.7203511240659,158.3489050806859
01 Jan 2026 03:57:15.410,14235.40954710916,-2924.8427519184,3421.194103383139,5871.895652695944,-6.711202643417977,-1.388393780196967,-2.510867422842459,7316.624179998116,0.01147470169251689,59.97421693561719,359.4636431502884,306.0614612015518,167.4941042065992
01 Jan 2026 04:00:20.899,14420.8990453044,-4113.456257704423,3107.499919871609,5309.667114604342,-6.068688512961336,-1.984403899483685,-3.534098987821128,7318.648198186707,0.01122022657833855,59.97883375401944,359.4539085333529,307.0220137825997,177.0199736017421
01 Jan 2026 04:03:26.448,14606.44781728042,-5163.834756881902,2688.995499571315,4567.916586892704,-5.221109882177101,-2.513959890696288,-4.438669455799227,7320.97498526073,0.01089819475143936,59.98420495234974,359.4462907621938,307.3337612805065,187.1962989337216
01 Jan 2026 04:06:31.937,14791.9365158421,-6039.747016062221,2179.9578591069,3672.014037963608,-4.196255875746002,-2.95932049065704,-5.194188895224057,7323.31734028607,0.01058846729167964,59.98961678103043,359.4409691533858,306.8708642706935,198.1497427368128
01 Jan 2026 04:09:37.240,14977.24019478774,-6711.038680139554,1597.891616420553,2652.840269228123,-3.028007402960389,-3.305414680078989,-5.775014144186178,7325.369866246391,0.01037315796849887,59.99434593951207,359.437814408824,305.7457885923284,209.7682040887001
01 Jan 2026 04:12:42.257,15162.25746127311,-7154.851766953562,962.8118631049103,1545.519702091632,-1.755158822045271,-3.540432827463662,-6.161260940532532,7326.855821247502,0.01030781590162673,59.99776476079186,359.436401190892,304.3391788115105,221.6723216711325
01 Jan 2026 04:15:46.921,15346.92129192408,-7356.356403135157,296.4549949664759,388.0353221848949,-0.4200767076051399,-3.656235538930597,-6.339493109377681,7327.575324767197,0.01039792803432601,59.99942455444004,359.4360711743363,303.1687061927984,233.3469901560601
01 Jan 2026 04:18:51.183,15531.18290689308,-7309.106966410154,-378.4545686646834,-780.0534877499306,0.9325864972635394,-3.648612687169375,-6.303149638517399,7327.430125614454,0.01059805540908463,59.99910506108125,359.4360241278285,302.6603479924323,244.3689479164022
01 Jan 2026 04:21:54.997,15714.99724286841,-7015.21220252376,-1038.946591899018,-1918.905210693338,2.257257370513695,-3.517471880060536,-6.052847549708203,7326.428957110345,0.01083196357066081,59.99683600536508,359.4354172092561,302.9935698829656,254.5605690409233
01 Jan 2026 04:24:58.331,15898.3308469411,-6485.237570170015,-1662.63255981809,-2989.83359854094,3.509044764387002,-3.266909065568525,-5.596477561643067,7324.688714175319,0.01101899219292028,59.99289719972559,359.4334664872658,304.088894870464,264.0025745712477
01 Jan 2026 04:28:01.175,16081.1753239017,-5737.719902214632,-2228.519081907772,-3956.714017896946,4.645392126875388,-2.905084900581882,-4.948962940587616,7322.429052375272,0.01109616231453331,59.98779431291345,359.4295484548621,305.6789931309314,272.9635933311802
