TargetSat.UTCGregorian,TargetSat.ElapsedSecs,TargetSat.Earth.Latitude,TargetSat.Earth.Longitude,TargetSat.Earth.Altitude
01 Jan 2026 03:38:01.817,13081.81682423456,-1.591501397261568,88.59291458374035,813.9508849792546
01 Jan 2026 03:39:42.658,13182.65809009317,-4.426443974999805,94.92930751411527,1076.613151608785
01 Jan 2026 03:41:19.651,13279.65129513759,-6.905593732827128,100.6003719909127,1367.059122762522
01 Jan 2026 03:42:54.676,13374.67603872065,-9.084316370486279,105.7621504400157,1681.369456503765
01 Jan 2026 03:44:31.175,13471.1753012496,-11.04566585170582,110.6211826268008,2025.037334109789
01 Jan 2026 03:46:11.399,13571.39935749583,-12.82882194132036,115.2822283422227,2402.698241614902
01 Jan 2026 03:47:57.107,13677.10736546433,-14.45292725296779,119.8019175771855,2818.636171157968
01 Jan 2026 03:49:49.981,13789.98138767201,-15.92850867380798,124.2149717606008,3277.496675861828
01 Jan 2026 03:51:51.788,13911.78839363856,-17.26130674154387,128.5428733469181,3784.496599179928
01 Jan 2026 03:54:04.421,14044.42065018229,-18.45358953011026,132.79580243899,4345.269127264859
01 Jan 2026 03:56:29.818,14189.81821794296,-19.50466948570659,136.9711028122352,4965.232098935303
01 Jan 2026 03:59:09.680,14349.6802622918,-20.41128009373448,141.0487271560481,5648.067180962587
01 Jan 2026 04:02:05.204,14525.20372245926,-21.16999131188425,144.992695677705,6394.418350459933
01 Jan 2026 04:05:17.324,14717.32386670774,-21.78133426458527,148.7652632648007,7202.930262258414
01 Jan 2026 04:08:47.420,14927.42038448341,-22.25157266701685,152.3427404193536,8073.300450555892
01 Jan 2026 04:12:37.781,15157.78111667605,-22.59035677043822,155.7168961703385,9008.052961536068
01 Jan 2026 04:16:51.672,15411.67207636172,-22.80761480187581,158.8871092957492,10012.36334507315
01 Jan 2026 04:21:33.354,15693.35448659258,-22.91186811127243,161.8536431015347,11093.45260837934
01 Jan 2026 04:26:33.354,15993.3544866275,-22.91195360348171,164.4951063470255,12206.14398629745
01 Jan 2026 04:31:33.354,16293.35448666243,-22.83247678745672,166.7015107139487,13279.4262284349
01 Jan 2026 04:36:33.354,16593.35448669735,-22.69759787178879,168.5506277685647,14314.32624833763
01 Jan 2026 04:41:33.354,16893.35448673228,-22.52389358234093,170.1027547088009,15312.12147804887
01 Jan 2026 04:46:33.354,17193.3544867672,-22.32292167410508,171.4052871322004,16274.18814847969
01 Jan 2026 04:51:33.354,17493.35448680213,-22.10285390859167,172.4959618595491,17201.91584234663
01 Jan 2026 04:56:33.354,17793.35448683705,-21.8695370553816,173.4051862794523,18096.66014841666
01 Jan 2026 05:01:33.354,18093.35448687198,-21.62719558266275,174.1577338553821,18959.71749599367
01 Jan 2026 05:06:33.354,18393.35448659258,-21.37890542633274,174.7739945713477,19792.31298831856
01 Jan 2026 05:11:33.354,18693.3544866275,-21.12691872963956,175.2709089131036,20595.59584926824
01 Jan 2026 05:16:33.354,18993.35448666243,-20.87288983322325,175.6626739903937,21370.63928110346
01 Jan 2026 05:21:33.354,19293.35448669735,-20.6180347435317,175.9612835219663,22118.4428106374
01 Jan 2026 05:26:33.354,19593.35448673228,-20.36324509777556,176.1769452676604,22839.93596336958
01 Jan 2026 05:31:33.354,19893.3544867672,-20.10917055775205,176.3184070052987,23535.9825652766
01 Jan 2026 05:36:33.354,20193.35448680213,-19.85627900952251,176.393213523753,24207.38525275483
01 Jan 2026 05:41:33.354,20493.35448683705,-19.60490097028718,176.4079110466876,24854.88994389906
01 Jan 2026 05:46:33.354,20793.35448687198,-19.35526263066737,176.3682112074068,25479.19013095597
01 Jan 2026 05:51:33.354,21093.35448659258,-19.10751063367358,176.2791236174397,26080.93091967253
01 Jan 2026 05:56:33.354,21393.3544866275,-18.86173078741979,176.14506383116,26660.71278174174
01 Jan 2026 06:01:33.354,21693.35448666243,-18.61796228480813,175.9699419032977,27219.09501110874
01 Jan 2026 06:06:33.354,21993.35448669735,-18.37620856799539,175.7572354830729,27756.59888944472
01 Jan 2026 06:11:33.354,22293.35448673228,-18.13644566823181,175.5100505344151,28273.71057433444
01 Jan 2026 06:16:33.354,22593.3544867672,-17.8986286326716,175.2311720665069,28770.88372800868
01 Jan 2026 06:21:33.354,22893.35448680213,-17.66269649215452,174.9231067542061,29248.54190628132
01 Jan 2026 06:26:33.354,23193.35448683705,-17.42857610951569,174.5881189331635,29707.08072767798
01 Jan 2026 06:31:33.354,23493.35448687198,-17.19618516417293,174.228261151719,30146.86984218083
01 Jan 2026 06:36:33.354,23793.35448659258,-16.96543446687702,173.8454002276294,30568.25471795299
01 Jan 2026 06:41:33.354,24093.3544866275,-16.73622975250295,173.4412395648167,30971.55826308863
01 Jan 2026 06:46:33.354,24393.35448666243,-16.50847306430088,173.017338368321,31357.08229802228
01 Jan 2026 06:51:33.354,24693.35448669735,-16.2820638170454,172.575128235383,31725.10889280992
01 Jan 2026 06:56:33.354,24993.35448673228,-16.05689960680879,172.1159275553011,32075.90158212678
01 Jan 2026 07:01:33.354,25293.3544867672,-15.83287682003771,171.6409540503919,32409.7064695405
01 Jan 2026 07:06:33.354,25593.35448680213,-15.60989108306301,171.1513357409119,32726.75323142792
01 Jan 2026 07:11:33.354,25893.35448683705,-15.38783758425825,170.6481205678227,33027.25602981617
01 Jan 2026 07:16:33.354,26193.35448687198,-15.16661129414648,170.1322848689939,33311.41434244234
01 Jan 2026 07:21:33.354,26493.35448659258,-14.94610710336281,169.6047408739845,33579.41371743356
01 Jan 2026 07:26:33.354,26793.3544866275,-14.72621989415462,169.0663433477511,33831.42645920946
01 Jan 2026 07:31:33.354,27093.35448666243,-14.50684455777373,168.5178955197083,34067.61225148865
01 Jan 2026 07:36:33.354,27393.35448669735,-14.2878759674823,167.9601543712744,34288.11872263675
01 Jan 2026 07:41:33.354,27693.35448673228,-14.06920891479901,167.3938353861646,34493.08195801458
01 Jan 2026 07:46:33.354,27993.3544867672,-13.85073801493735,166.8196168281898,34682.62696346781
01 Jan 2026 07:51:33.354,28293.35448680213,-13.63235758603897,166.2381436102297,34856.86808363281
01 Jan 2026 07:56:33.354,28593.35448683705,-13.41396150571289,165.6500308083748,35015.90937831555
01 Jan 2026 08:01:33.354,28893.35448687198,-13.19544304749839,165.0558668680559,35159.84495982253
01 Jan 2026 08:06:33.354,29193.35448659258,-12.97669469913321,164.4562165443182,35288.75929378109
01 Jan 2026 08:11:33.354,29493.3544866275,-12.75760796389367,163.8516236043089,35402.72746567721
01 Jan 2026 08:16:33.354,29793.35448666243,-12.53807314575323,163.2426133432292,35501.81541505593
01 Jan 2026 08:21:33.354,30093.35448669735,-12.31797911865754,162.6296949157038,35586.08013907085
01 Jan 2026 08:26:33.354,30393.35448673228,-12.09721307981972,162.0133635273216,35655.56986683104
01 Jan 2026 08:31:33.354,30693.3544867672,-11.8756602865853,161.3941025013261,35710.32420577237
01 Jan 2026 08:36:33.354,30993.35448680213,-11.65320377608855,160.7723852422832,35750.37426107396
01 Jan 2026 08:41:33.354,31293.35448683705,-11.42972406661085,160.1486771159021,35775.74272894555
01 Jan 2026 08:46:33.354,31593.35448687198,-11.20509883924809,159.5234372626365,35786.44396442744
01 Jan 2026 08:47:42.975,31662.97492875019,-11.15279343611839,159.3781684658116,35786.8313384639
01 Jan 2026 08:48:42.975,31722.97492863145,-11.16535076552047,159.3826695435627,35786.83311379993
01 Jan 2026 08:52:08.535,31928.53487343527,-11.20673337005986,159.3982536968891,35786.8389778337
01 Jan 2026 08:57:08.535,32228.5348734702,-11.2625583593413,159.4214282011929,35786.84692101579
01 Jan 2026 09:02:08.535,32528.53487350512,-11.31293324220326,159.4450730546941,35786.85412085771
01 Jan 2026 09:07:08.535,32828.53487354005,-11.35783109180549,159.469141948715,35786.86056357807
01 Jan 2026 09:12:08.535,33128.53487357497,-11.39722787887465,159.4935876696166,35786.8662368447
01 Jan 2026 09:17:08.535,33428.5348736099,-11.43110249484365,159.5183621981526,35786.87112979827
01 Jan 2026 09:22:08.535,33728.5348733305,-11.45943677228819,159.5434168123225,35786.8752330731
01 Jan 2026 09:27:08.535,34028.53487336542,-11.48221550259776,159.5687021856515,35786.87853881509
01 Jan 2026 09:32:08.535,34328.53487340035,-11.49942645082745,159.5941685002556,35786.88104069672
01 Jan 2026 09:37:08.535,34628.53487343527,-11.51106036768485,159.6197655481882,35786.88273392921
01 Jan 2026 09:42:08.535,34928.5348734702,-11.51711099861476,159.645442840439,35786.88361527163
01 Jan 2026 09:47:08.535,35228.53487350512,-11.51757508995376,159.6711497153782,35786.88368303722
01 Jan 2026 09:52:08.535,35528.53487354005,-11.51245239213564,159.6968354477634,35786.88293709645
01 Jan 2026 09:57:08.535,35828.53487357497,-11.50174565993729,159.7224493578348,35786.88137887741
01 Jan 2026 10:02:08.535,36128.5348736099,-11.48546064976473,159.7479409203659,35786.87901136307
01 Jan 2026 10:07:08.535,36428.5348733305,-11.46360611398753,159.7732598745201,35786.87583908545
01 Jan 2026 10:12:08.535,36728.53487336542,-11.43619379233912,159.7983563264637,35786.87186811704
01 Jan 2026 10:17:08.535,37028.53487340035,-11.4032384004099,159.8231808639988,35786.86710605919
01 Jan 2026 10:22:08.535,37328.53487343527,-11.36475761526856,159.8476846567979,35786.86156202747
01 Jan 2026 10:27:08.535,37628.5348734702,-11.32077205825589,159.8718195615108,35786.85524663427
01 Jan 2026 10:32:08.535,37928.53487350512,-11.27130527500376,159.8955382236711,35786.84817196852
01 Jan 2026 10:37:08.535,38228.53487354005,-11.21638371274023,159.9187941774277,35786.84035157243
01 Jan 2026 10:42:08.535,38528.53487357497,-11.15603669494916,159.9415419427838,35786.83180041578
01 Jan 2026 10:47:08.535,38828.5348736099,-11.0902963934605,159.9637371201838,35786.82253486689
01 Jan 2026 10:52:08.535,39128.5348733305,-11.01919779805405,159.985336483409,35786.8125726617
01 Jan 2026 10:57:08.535,39428.53487336542,-10.94277868366619,160.0062980628001,35786.80193286952
01 Jan 2026 11:02:08.535,39728.53487340035,-10.86107957529495,160.0265812381676,35786.79063585667
01 Jan 2026 11:07:08.535,40028.53487343527,-10.7741437107043,160.0461468150402,35786.77870324742
01 Jan 2026 11:12:08.535,40328.5348734702,-10.68201700103334,160.0649571036663,35786.76615788262
01 Jan 2026 11:17:08.535,40628.53487350512,-10.58474798942059,160.0829759928139,35786.75302377593
01 Jan 2026 11:22:08.535,40928.53487354005,-10.48238780775728,160.1001690194627,35786.7393260679
01 Jan 2026 11:27:08.535,41228.53487357497,-10.37499013168649,160.1165034342909,35786.72509097788
01 Jan 2026 11:32:08.535,41528.5348736099,-10.26261113396807,160.1319482628391,35786.71034575367
01 Jan 2026 11:37:08.535,41828.5348733305,-10.14530943633062,160.1464743635341,35786.69511861951
01 Jan 2026 11:42:08.535,42128.53487336542,-10.02314605993367,160.160054474662,35786.67943872196
01 Jan 2026 11:47:08.535,42428.53487340035,-9.896184374563827,160.1726632698743,35786.66333607415
01 Jan 2026 11:52:08.535,42728.53487343527,-9.764490046688692,160.1842773959399,35786.64684149831
01 Jan 2026 11:57:08.535,43028.5348734702,-9.628130986492488,160.1948755124067,35786.62998656676
01 Jan 2026 12:02:08.535,43328.53487350512,-9.487177294015693,160.2044383252515,35786.61280354147
01 Jan 2026 12:07:08.535,43628.53487354005,-9.341701204520298,160.2129486158702,35786.59532531235
01 Jan 2026 12:12:08.535,43928.53487357497,-9.191777033199934,160.2203912653771,35786.57758533421
01 Jan 2026 12:17:08.535,44228.5348736099,-9.03748111935173,160.2267532742762,35786.55961756277
01 Jan 2026 12:22:08.535,44528.5348733305,-8.878891770124094,160.2320237788128,35786.54145638965
01 Jan 2026 12:27:08.535,44828.53487336542,-8.716089203951112,160.2361940562422,35786.52313657652
01 Jan 2026 12:32:08.535,45128.53487340035,-8.549155493780727,160.2392575386924,35786.50469318865
01 Jan 2026 12:37:08.535,45428.53487343527,-8.378174510199766,160.2412098095256,35786.48616152766
01 Jan 2026 12:42:08.535,45728.5348734702,-8.203231864554455,160.2420486018859,35786.46757706408
01 Jan 2026 12:47:08.535,46028.53487350512,-8.024414852160534,160.2417737917251,35786.44897536931
01 Jan 2026 12:52:08.535,46328.53487354005,-7.841812395692035,160.2403873866752,35786.43039204767
01 Jan 2026 12:57:08.535,46628.53487357497,-7.655514988832712,160.2378935108842,35786.41186266817
01 Jan 2026 13:02:08.535,46928.5348736099,-7.465614640268738,160.2342983859394,35786.39342269654
01 Jan 2026 13:07:08.535,47228.5348733305,-7.272204818095804,160.229610309327,35786.37510742719
01 Jan 2026 13:12:08.535,47528.53487336542,-7.075380394708082,160.2238396226132,35786.35695191574
01 Jan 2026 13:17:08.535,47828.53487340035,-6.87523759223077,160.2169986892567,35786.33899091198
01 Jan 2026 13:22:08.535,48128.53487343527,-6.67187392855221,160.209101855871,35786.32125879329
01 Jan 2026 13:27:08.535,48428.5348734702,-6.465388164005748,160.2001654167532,35786.30378949888
01 Jan 2026 13:32:08.535,48728.53487350512,-6.255880248745336,160.1902075739993,35786.2866164648
