TargetSat.UTCGregorian,TargetSat.ElapsedSecs,TargetSat.EarthMJ2000Eq.X,TargetSat.EarthMJ2000Eq.Y,TargetSat.EarthMJ2000Eq.Z,TargetSat.EarthMJ2000Eq.VX,TargetSat.EarthMJ2000Eq.VY,TargetSat.EarthMJ2000Eq.VZ,TargetSat.Earth.SMA,TargetSat.Earth.ECC,TargetSat.EarthMJ2000Eq.INC,TargetSat.EarthMJ2000Eq.RAAN,TargetSat.EarthMJ2000Eq.AOP,TargetSat.Earth.TA
01 Jan 2026 00:14:18.150,858.1503437133506,-5134.155495529333,3383.690775970993,2605.491992256951,-4.192194896092706,-6.487365645521906,0.1642142183793087,6678.136300001459,1.966063328757234e-13,22.99999999999998,59.99999999999999,0,86.88162341333498
01 Jan 2026 00:15:47.319,947.3191044875421,-5480.012693242606,2788.258239144787,2606.258106006043,-3.558287230507883,-6.855971618472319,-0.1470460028310956,6678.136300001626,2.176476769457167e-13,22.99999999999998,59.99999999999997,0,92.79208411126334
01 Jan 2026 00:17:16.489,1036.488569027279,-5767.608792513037,2163.17609417223,2579.314335925365,-2.886542660591155,-7.151687395440655,-0.4567452698440312,6678.136300001799,2.384218591547853e-13,22.99999999999999,59.99999999999997,0,98.70259145128536
01 Jan 2026 00:18:45.658,1125.657592259813,-5993.882128717367,1515.098095759551,2524.947371461721,-2.184111617977111,-7.371364814873192,-0.7615868836247427,6678.136300001964,2.57731455744169e-13,22.99999999999999,59.99999999999997,0,104.6130695378109
01 Jan 2026 00:20:14.827,1214.826749393251,-6156.428730332386,850.9105749676461,2443.735035377316,-1.458458006699488,-7.512670066742495,-1.058331746669056,6678.136300002131,2.765341993477266e-13,22.99999999999999,59.99999999999996,0,110.523556497883
01 Jan 2026 00:21:43.996,1303.995882952586,-6253.519994095837,177.6763273713559,2336.540872212868,-0.7172982261689375,-7.574100396530607,-1.343824323731132,6678.136300002301,2.950211741162167e-13,22.99999999999999,59.99999999999996,0,116.4340418999761
01 Jan 2026 00:23:13.165,1393.1652368512,-6284.123687946758,-497.4486421582674,2204.504199222324,0.03148973658778437,-7.555002576700457,-1.615029980396649,6678.136300002468,3.125307900413826e-13,22.99999999999999,59.99999999999996,0,122.3445418949668
01 Jan 2026 00:24:42.335,1482.334948761854,-6247.913830727277,-1167.287370597415,2049.02840381484,0.7799458926755739,-7.455578846508909,-1.869065499929657,6678.136300002639,3.294434758265419e-13,23.00000000000001,59.99999999999996,0,128.2550656274324
01 Jan 2026 00:26:11.504,1571.504026686307,-6145.276118192573,-1824.710700017149,1871.768344055014,1.520104325511652,-7.276887757925486,-2.103227228131465,6678.136300002807,3.453123703839824e-13,22.99999999999998,59.99999999999997,0,134.1655473405227
01 Jan 2026 00:27:40.673,1660.672596981749,-5977.302914971904,-2462.73012400381,1674.608802194222,2.244096933501297,-7.020830407811193,-2.315026287721332,6678.136300002972,3.601258021120161e-13,23.00000000000001,59.99999999999999,0,140.0759953955066
01 Jan 2026 00:29:09.842,1749.841636244673,-5745.77831639639,-3074.56921517707,1459.643833717964,2.944234161156549,-6.69012644598444,-2.502213163592089,6678.136300003142,3.741000761249801e-13,22.99999999999999,59.99999999999999,0,145.9864745386204
01 Jan 2026 00:30:39.010,1839.01022382779,-5453.166236080236,-3653.716648557923,1229.161134727372,3.613064997279733,-6.288295269945491,-2.6627957673179,6678.136300003312,3.872996208193599e-13,22.99999999999999,59.99999999999997,0,151.8969237560264
01 Jan 2026 00:32:08.179,1928.178979887161,-5102.575966780746,-4194.019140274147,985.6096568356454,4.243483265589859,-5.819606672680489,-2.795068035841358,6678.136300003479,3.991649396318377e-13,22.99999999999999,59.99999999999999,0,157.8073841284098
01 Jan 2026 00:33:37.348,2017.348162166309,-4697.733397265713,-4689.73335990313,731.5780085754545,4.82878778815611,-5.289041736150254,-2.89762374804648,6678.136300003647,4.099572097261637e-13,22.99999999999999,59.99999999999999,0,163.7178727599599
01 Jan 2026 00:35:06.517,2106.516877992544,-4242.946869029245,-5135.583983025034,469.7695832002945,5.362749827468382,-4.702246735204177,-2.969371533552907,6678.136300003817,4.199542433961286e-13,22.99999999999999,59.99999999999999,0,169.6283304757472
01 Jan 2026 00:36:35.685,2195.685385738034,-3743.050874047982,-5526.832628095303,202.9672306601651,5.839694482461161,-4.065459351137187,-3.009549134137126,6678.136300003986,4.285497064113409e-13,22.99999999999999,59.99999999999999,0,175.538774388964
01 Jan 2026 00:38:04.854,2284.854103764519,-3203.357923176291,-5859.32140199887,-65.9936778594552,6.254553148290868,-3.385446871632248,-3.017729571975996,6678.136300004152,4.360590368205718e-13,23.00000000000001,59.99999999999999,0,181.4492322314046
01 Jan 2026 00:39:34.023,2374.02321563568,-2629.604515335539,-6129.515373446021,-334.2541264298737,6.602915273062169,-2.669437348743084,-2.993825564877223,6678.136300004321,4.42376938595845e-13,22.99999999999999,59.99999999999999,0,187.3597161939313
01 Jan 2026 00:41:03.192,2463.19192328956,-2027.895887495534,-6334.53945582549,-598.9595925372136,6.881073994267705,-1.925049747565978,-2.938091477442395,6678.136300004492,4.476290464427438e-13,22.99999999999998,59.99999999999997,0,193.2701733792197
01 Jan 2026 00:42:32.361,2552.360953437164,-1404.624549757696,-6472.215590560702,-857.2978857716784,7.086074287685053,-1.160192381025975,-2.851119464951421,6678.136300004658,4.515264292604862e-13,22.99999999999998,59.99999999999997,0,199.1806519070497
01 Jan 2026 00:44:01.529,2641.529409948271,-766.4233853830559,-6541.078926181424,-1106.519822341676,7.215734869313114,-0.383004872345914,-2.733835206910043,6678.136300004828,4.543652716253214e-13,22.99999999999998,59.99999999999999,0,205.0910924234788
01 Jan 2026 00:45:30.699,2730.698819796089,-120.0667834049368,-6540.39804148322,-1343.979861426989,7.26867891553062,0.3982630373875399,-2.587483478395565,6678.136300004995,4.559574778296143e-13,22.99999999999998,59.99999999999999,0,211.0015961433043
01 Jan 2026 00:46:59.868,2819.867885462008,527.5638844056441,-6470.179474158881,-1567.149757197532,7.244341971209274,1.175293597384591,-2.413622120199598,6678.136300005162,4.563552230436451e-13,22.99999999999999,59.99999999999997,0,216.9120770365699
01 Jan 2026 00:48:29.036,2909.036154323258,1169.579799374704,-6331.171465701245,-1773.655943589304,7.142984387146763,1.939821678537637,-2.214101008410184,6678.13630000533,4.55426648230526e-13,22.99999999999999,59.99999999999996,0,222.8225051243406
01 Jan 2026 00:49:58.204,2998.204191843979,1799.159346062798,-6124.8522270658,-1961.304485675549,6.965684463419657,2.683724036569227,-1.991040588888197,6678.1363000055,4.534479368901699e-13,22.99999999999999,59.99999999999996,0,228.7329178829386
01 Jan 2026 00:51:27.374,3087.373592262156,2409.619809169903,-5853.410391836436,-2128.103287307875,6.714322653027158,3.399104356180846,-1.7468080208827,6678.136300005669,4.501935565080627e-13,22.99999999999998,59.99999999999996,0,234.6434209569256
01 Jan 2026 00:52:56.543,3176.542742480524,2994.459390114235,-5519.735615583718,-2272.275541493809,6.391574591037518,4.078343260212328,-1.484004000689152,6678.136300005837,4.456731284312932e-13,22.99999999999999,59.99999999999997,0,240.5539074592348
01 Jan 2026 00:54:25.712,3265.711791801732,3547.461194938703,-5127.375342159767,-2392.288781162924,6.000871620532906,4.714220419587833,-1.205422334452479,6678.136300006006,4.399022322361092e-13,22.99999999999996,59.99999999999996,0,246.4643872703893
01 Jan 2026 00:55:54.881,3354.881219251547,4062.748484025474,-4680.498797995017,-2486.867547534845,5.546365313070853,5.299978348415631,-0.9140233559701175,6678.136300006173,4.331245863781759e-13,22.99999999999996,59.99999999999997,0,252.3748921653441
01 Jan 2026 00:57:24.050,3444.050074007828,4534.837372109935,-4183.862100111699,-2555.005357574442,5.032893016735838,5.829383209507663,-0.6129083567440836,6678.136300006338,4.251402384058532e-13,22.99999999999998,59.99999999999996,0,258.285359070461
01 Jan 2026 00:58:53.219,3533.219096297398,4958.712820149367,-3642.741708826041,-2595.978515230727,4.465910110919175,6.296811145358944,-0.3052763597700381,6678.136300006509,4.160218788720641e-13,22.99999999999996,59.99999999999996,0,264.1958371035543
01 Jan 2026 01:00:22.388,3622.388321638573,5329.868036180135,-3062.890345308417,-2609.351239484573,3.851444221587142,6.697292243890944,0.005602042379092672,6678.136300006679,4.058086673846629e-13,22.99999999999996,59.99999999999996,0,270.1063285794347
01 Jan 2026 01:01:51.557,3711.55716633657,5644.354644966141,-2450.476870307214,-2594.981347027384,3.196032482019483,7.02656618908535,0.3164195620267249,6678.136300006846,3.946402483020576e-13,22.99999999999998,59.99999999999996,0,276.016794836933
01 Jan 2026 01:03:20.726,3800.725765863899,5898.830123468939,-1812.011826590462,-2553.021887144087,2.506642611871938,7.2811334153933,0.6238720850799417,6678.136300007017,3.821645671122443e-13,22.99999999999998,59.99999999999996,0,281.9272448266679
01 Jan 2026 01:04:49.895,3889.895172882825,6090.591306531174,-1154.275640194425,-2483.91822022163,1.790595797822126,7.458289644536561,0.924694350565952,6678.136300007188,3.687963853897841e-13,22.99999999999996,59.99999999999996,0,287.8377483488632
01 Jan 2026 01:06:19.064,3979.063925484661,6217.596100695218,-484.2720385326271,-2388.40611345863,1.055516657750518,7.556148263258833,1.215683093494019,6678.136300007355,3.54515836553061e-13,22.99999999999996,59.99999999999997,0,293.7482085007432
01 Jan 2026 01:07:48.233,4068.233043327928,6278.495952700348,190.8830748498537,-2267.50009154478,0.3092122696861131,7.573670338966305,1.493747884979479,6678.136300007524,3.392459242813587e-13,22.99999999999996,59.99999999999999,0,299.6586928484881
01 Jan 2026 01:09:17.403,4157.402658741921,6272.642501355269,864.0124546557281,-2122.485092972008,-0.440383847910745,7.510668437084557,1.755932535612378,6678.136300007694,3.229579362611512e-13,22.99999999999998,59.99999999999997,0,305.5692101920953
01 Jan 2026 01:10:46.571,4246.571226208471,6200.098698175524,1527.947813854033,-1954.905637753512,-1.185289047433589,7.36781422303809,1.999445128972221,6678.136300007867,3.057186457972532e-13,22.99999999999998,59.99999999999999,0,311.479658066501
01 Jan 2026 01:12:15.740,4335.740487696603,6061.634813844749,2175.643164345048,-1766.540304246096,-1.917598018077726,7.146624218030063,2.221701488109546,6678.136300008036,2.878937082327525e-13,22.99999999999998,59.99999999999999,0,317.3901519456966
01 Jan 2026 01:13:44.909,4424.909360683523,5858.724331301763,2800.204300160397,-1559.393961986478,-2.629515938215447,6.849452384973794,2.420335789014428,6678.136300008203,2.69476340083269e-13,22.99999999999996,59.99999999999999,0,323.3006200629649
01 Jan 2026 01:15:14.078,4514.078319165856,5593.523841948114,3394.994331330269,-1335.667983182638,-3.313477591844826,6.479457058601699,2.593237329866704,6678.136300008372,2.503035051224887e-13,22.99999999999998,59.99999999999997,0,329.211093862628
01 Jan 2026 01:16:43.247,4603.247012046631,5268.854168756305,3953.687245138997,-1097.741935753571,-3.962208544010774,6.04057367675214,2.738567232045223,6678.136300008543,2.302885133091759e-13,22.99999999999996,59.99999999999997,0,335.1215500605153
01 Jan 2026 01:18:12.416,4692.416179238353,4888.164308672892,4470.347508730493,-848.1434336905946,-4.568816724468273,5.537464579775496,2.854781452385637,6678.136300008713,2.096163000398798e-13,22.99999999999998,59.99999999999997,0,341.0320376803966
01 Jan 2026 01:19:41.586,4781.585916609038,4455.500414814839,4939.481740404296,-589.5257681454827,-5.126852508525642,4.975477222749931,2.940644000326299,6678.136300008884,1.882158487594765e-13,22.99999999999996,59.99999999999997,0,346.9425631000871
01 Jan 2026 01:21:10.755,4870.755315769929,3975.46680543473,5356.097107476897,-324.6411798824106,-5.630376946170094,4.360592190680144,2.995240986222951,6678.136300009051,1.667006729710688e-13,22.99999999999996,59.99999999999997,0,352.8530661002064
01 Jan 2026 01:22:39.924,4959.924095089082,3453.169457665507,5715.763700232583,-56.30684915528775,-6.074035871321146,3.699349710715267,3.017992267496609,6678.136300009223,1.443830934152105e-13,22.99999999999996,59.99999999999997,0,358.7635280234578
01 Jan 2026 01:24:09.093,5049.092521425337,2894.160505536442,6014.659590467455,212.6250702617386,-6.453114657737971,2.998778816973669,3.00865654335824,6678.136300009392,1.219226447647038e-13,22.99999999999995,59.99999999999997,0,4.673966544744347
01 Jan 2026 01:25:38.261,5138.261436216999,2304.377959544945,6249.609607127019,479.2978401606318,-6.763586379840049,2.266321261128692,2.96733290999408,6678.136300009562,9.907106999007142e-14,22.99999999999996,59.99999999999997,0,10.58443743598711
01 Jan 2026 01:27:07.430,5227.430376783013,1690.095153724156,6418.114001463072,740.8748052780268,-7.002147913614934,1.509768021738559,2.894460656379746,6678.136300009728,7.588802137787541e-14,22.99999999999995,59.99999999999996,0,16.49491005535844
01 Jan 2026 01:28:36.599,5316.599308862351,1057.843359459459,6518.381154106585,994.5747825829668,-7.166262765088319,0.7371630413666352,2.790814577697594,6678.136300009896,5.274817462208936e-14,22.99999999999995,59.99999999999996,0,22.40538209219667
01 Jan 2026 01:30:05.768,5405.768189078663,414.3449771060068,6549.345049443831,1237.700329153721,-7.254186067841363,-0.0432789841204762,2.657496716387144,6678.136300010065,2.957662036130201e-14,22.99999999999995,59.99999999999994,0,28.31585070160753
