TargetSat.UTCGregorian,TargetSat.ElapsedSecs,TargetSat.EarthFixed.X,TargetSat.EarthFixed.Y,TargetSat.EarthFixed.Z,TargetSat.EarthFixed.VX,TargetSat.EarthFixed.VY,TargetSat.EarthFixed.VZ,TargetSat.Earth.SMA,TargetSat.Earth.ECC,TargetSat.EarthMJ2000Eq.INC,TargetSat.EarthMJ2000Eq.RAAN,TargetSat.EarthMJ2000Eq.AOP,TargetSat.Earth.TA
01 Jan 2026 00:24:42.335,1482.334948761854,659.0503845395405,6326.885770220288,2033.143743716052,-6.909490407526115,1.319798445571803,-1.867311008638049,6678.136300002639,3.294434758265419e-13,23.00000000000001,59.99999999999996,0,128.2550656274324
01 Jan 2026 00:26:11.504,1571.504026686307,41.17175020665555,6414.874271284581,1856.124298636153,-6.938299718431156,0.6520410292537656,-2.099589603114331,6678.136300002807,3.453123703839824e-13,22.99999999999998,59.99999999999997,0,134.1655473405227
01 Jan 2026 00:27:40.673,1660.672596981749,-576.3846099383162,6442.962886124234,1659.371709667773,-6.902362413163797,-0.02266397419937396,-2.309544208934569,6678.136300002972,3.601258021120161e-13,23.00000000000001,59.99999999999999,0,140.0759953955066
01 Jan 2026 00:29:09.842,1749.841636244673,-1187.866754814574,6410.812913404312,1444.97571036027,-6.802108112638524,-0.698018077797644,-2.494944902437394,6678.136300003142,3.741000761249801e-13,22.99999999999999,59.99999999999999,0,145.9864745386204
01 Jan 2026 00:30:39.010,1839.01022382779,-1787.574807730279,6318.649072499067,1215.217942088523,-6.638566794104919,-1.367692156477723,-2.653818605596756,6678.136300003312,3.872996208193599e-13,22.99999999999999,59.99999999999997,0,151.8969237560264
01 Jan 2026 00:32:08.179,1928.178979887161,-2369.937503566427,6167.257680113949,972.5396535190187,-6.413354852964573,-2.025411639761366,-2.784477413538096,6678.136300003479,3.991649396318377e-13,22.99999999999999,59.99999999999999,0,157.8073841284098
01 Jan 2026 00:33:37.348,2017.348162166309,-2929.550671108584,5957.980196910334,719.520173474465,-6.128660354365831,-2.665000865902091,-2.885532257271583,6678.136300003647,4.099572097261637e-13,22.99999999999999,59.99999999999999,0,163.7178727599599
01 Jan 2026 00:35:06.517,2106.516877992544,-3461.223013176534,5692.705369428953,458.852123608953,-5.787226115370094,-3.280436006677212,-2.955907739970268,6678.136300003817,4.199542433961286e-13,22.99999999999999,59.99999999999999,0,169.6283304757472
01 Jan 2026 00:36:35.685,2195.685385738034,-3960.038606637069,5373.846981107175,193.3062311497031,-5.392315732548022,-3.865918436127893,-2.994856189641415,6678.136300003986,4.285497064113409e-13,22.99999999999999,59.99999999999999,0,175.538774388964
01 Jan 2026 00:38:04.854,2284.854103764519,-4421.395264802604,5004.322984639632,-74.29548576021382,-4.947683938581767,-4.415921745330224,-3.001963692392196,6678.136300004152,4.360590368205718e-13,23.00000000000001,59.99999999999999,0,181.4492322314046
01 Jan 2026 00:39:34.023,2374.02321563568,-4841.044609401602,4587.530550369436,-341.1084587493539,-4.457542671285879,-4.925241415171979,-2.977154374255059,6678.136300004321,4.42376938595845e-13,22.99999999999999,59.99999999999999,0,187.3597161939313
01 Jan 2026 00:41:03.192,2463.19192328956,-5215.128546016665,4127.319708145718,-604.293568307325,-3.926526320605948,-5.389040977280733,-2.920692234443523,6678.136300004492,4.476290464427438e-13,22.99999999999998,59.99999999999997,0,193.2701733792197
01 Jan 2026 00:42:32.361,2552.360953437164,-5540.225633221499,3627.945568168227,-861.0547769053735,-3.359633413039679,-5.802911727433155,-2.833177164004003,6678.136300004658,4.515264292604862e-13,22.99999999999998,59.99999999999997,0,199.1806519070497
01 Jan 2026 00:44:01.529,2641.529409948271,-5813.36926383837,3094.04523990039,-1108.659684998451,-2.7621980576375,-6.162898801090006,-2.715540622028967,6678.136300004828,4.543652716253214e-13,22.99999999999998,59.99999999999999,0,205.0910924234788
01 Jan 2026 00:45:30.699,2730.698819796089,-6032.087969351344,2530.571659494042,-1344.479917145807,-2.139813526370076,-6.465556556081079,-2.569031125402012,6678.136300004995,4.559574778296143e-13,22.99999999999998,59.99999999999999,0,211.0015961433043
01 Jan 2026 00:46:59.868,2819.867885462008,-6194.412200242887,1942.779260900274,-1566.004686563298,-1.498315040744533,-6.707961369144906,-2.395208197591319,6678.136300005162,4.563552230436451e-13,22.99999999999999,59.99999999999997,0,216.9120770365699
01 Jan 2026 00:48:29.036,2909.036154323258,-6298.903873086623,1336.153361351745,-1770.87792747198,-0.8437006766008663,-6.887755770974299,-2.195921303036907,6678.13630000533,4.55426648230526e-13,22.99999999999999,59.99999999999996,0,222.8225051243406
01 Jan 2026 00:49:58.204,2998.204191843979,-6344.66625604083,716.356539038478,-1956.923056709856,-0.1820729818970648,-7.003168940706205,-1.973288396327037,6678.1363000055,4.534479368901699e-13,22.99999999999999,59.99999999999996,0,228.7329178829386
01 Jan 2026 00:51:27.374,3087.373592262156,-6331.348037065801,89.17506695697426,-2122.164998870167,0.4804182455923384,-7.05303065569674,-1.729672103323948,6678.136300005669,4.501935565080627e-13,22.99999999999998,59.99999999999996,0,234.6434209569256
01 Jan 2026 00:52:56.543,3176.542742480524,-6259.147104562488,-539.505097780095,-2264.843529777274,1.137601441681967,-7.036781804202578,-1.467666560994677,6678.136300005837,4.456731284312932e-13,22.99999999999999,59.99999999999997,0,240.5539074592348
01 Jan 2026 00:54:25.712,3265.711791801732,-6128.809458889089,-1163.788208665563,-2383.442062116157,1.783377533679833,-6.954486151523151,-1.190057086691217,6678.136300006006,4.399022322361092e-13,22.99999999999996,59.99999999999996,0,246.4643872703893
01 Jan 2026 00:55:54.881,3354.881219251547,-5941.619107032623,-1777.814130839451,-2476.700172527651,2.411765633958968,-6.806827209884117,-0.899793684048764,6678.136300006173,4.331245863781759e-13,22.99999999999996,59.99999999999997,0,252.3748921653441
01 Jan 2026 00:57:24.050,3444.050074007828,-5699.389581370686,-2375.801441883284,-2543.625434292303,3.016946103649397,-6.595106501701626,-0.5999655586184116,6678.136300006338,4.251402384058532e-13,22.99999999999998,59.99999999999996,0,258.285359070461
01 Jan 2026 00:58:53.219,3533.219096297398,-5404.439294585995,-2952.123262861191,-2583.507033759094,3.593336036518133,-6.321226722651357,-0.2937580609440439,6678.136300006509,4.160218788720641e-13,22.99999999999996,59.99999999999996,0,264.1958371035543
01 Jan 2026 01:00:22.388,3622.388321638573,-5059.574201862964,-3501.343820959684,-2595.92079708686,4.135623687203806,-5.987678788165846,0.01557336050911357,6678.136300006679,4.058086673846629e-13,22.99999999999996,59.99999999999996,0,270.1063285794347
01 Jan 2026 01:01:51.557,3711.55716633657,-4668.062594894802,-4018.271299163678,-2580.73474381677,4.638818927082282,-5.59752136266697,0.3247378763145959,6678.136300006846,3.946402483020576e-13,22.99999999999998,59.99999999999996,0,276.016794836933
01 Jan 2026 01:03:20.726,3800.725765863899,-4233.598685243669,-4498.015251222401,-2538.11059915812,5.098307004620616,-5.154347793214781,0.6304489460651854,6678.136300007017,3.821645671122443e-13,22.99999999999998,59.99999999999996,0,281.9272448266679
01 Jan 2026 01:04:49.895,3889.895172882825,-3760.26479205525,-4936.032516909626,-2468.500785320691,5.509889786111663,-4.662249842621913,0.929459803272021,6678.136300007188,3.687963853897841e-13,22.99999999999996,59.99999999999996,0,287.8377483488632
01 Jan 2026 01:06:19.064,3979.063925484661,-3252.511350638483,-5328.153819842032,-2372.646460718932,5.869808316522187,-4.125799254036791,1.218586471936893,6678.136300007355,3.54515836553061e-13,22.99999999999996,59.99999999999997,0,293.7482085007432
01 Jan 2026 01:07:48.233,4068.233043327928,-2715.088702909784,-5670.648048762599,-2251.565784935225,6.174799843102164,-3.549978021931904,1.494758300639438,6678.136300007524,3.392459242813587e-13,22.99999999999996,59.99999999999999,0,299.6586928484881
01 Jan 2026 01:09:17.403,4157.402658741921,-2153.02024723205,-5960.241108748082,-2106.545556615229,6.422111241124431,-2.940150455515008,1.755039223872425,6678.136300007694,3.229579362611512e-13,22.99999999999998,59.99999999999997,0,305.5692101920953
01 Jan 2026 01:10:46.571,4246.571226208471,-1571.562102416236,-6194.148083646784,-1939.130350854098,6.609524945865766,-2.302020887945983,1.996657599614369,6678.136300007867,3.057186457972532e-13,22.99999999999998,59.99999999999999,0,311.479658066501
01 Jan 2026 01:12:15.740,4335.740487696603,-976.1218357664037,-6370.113805121443,-1751.097002750887,6.735389609431404,-1.641545138703639,2.217049354499415,6678.136300008036,2.878937082327525e-13,22.99999999999998,59.99999999999999,0,317.3901519456966
01 Jan 2026 01:13:44.909,4424.909360683523,-372.2475445794346,-6486.41812831238,-1544.446849768245,6.798620807494753,-0.9649179869169047,2.41386851292769,6678.136300008203,2.69476340083269e-13,22.99999999999996,59.99999999999999,0,323.3006200629649
